f_unit_id,f_address_no,limit_deviation,limit_mae,f_model_date,sigma_lower,sigma_upper
124.0,10HNY02CY01.DROP2/52.UNIT1@NET2,0.4366058576875976,,2023-05-01 03:04:26,2.576,2.576
124.0,10HNY02CY02.DROP2/52.UNIT1@NET2,0.2956228149170839,,2023-05-01 03:05:30,2.576,2.576
124.0,10HNY02CY03.DROP2/52.UNIT1@NET2,0.2949725230736098,,2023-05-01 03:06:54,2.576,2.576
124.0,10HNY02CY04.DROP2/52.UNIT1@NET2,0.3763628411502999,,2023-05-01 03:25:48,2.576,2.576
124.0,10HLA10CP101.DROP2/52.UNIT1@NET2,0.2996435523810172,,2023-05-01 01:14:46,2.576,2.576
124.0,10HLB10AN010CE.DROP2/52.UNIT1@NET2,3.819000556779927,,2023-05-01 01:15:28,2.576,2.576
124.0,10HLB10AX101ZT.DROP2/52.UNIT1@NET2,3.460909489788341,,2023-05-01 01:16:36,4.0,4.0
124.0,10HLB10AX901PV,0.3403551953279792,,2023-05-01 01:17:02,2.576,2.576
124.0,10HLB10GA001B01.DROP2/52.UNIT1@NET2,0.0009235494677696,,2023-05-01 01:17:44,2.576,2.576
124.0,10HLB10GA001QD92A,98.80767607611395,,2023-05-01 01:18:10,2.576,2.576
124.0,10HLB10GA001QD92B,1.875286941757066,,2023-05-01 01:18:54,2.576,2.576
124.0,10HLY01CS101.DROP2/52.UNIT1@NET2,36.33923038779177,,2023-05-01 01:19:18,2.576,2.576
124.0,10HLY01CT301.DROP2/52.UNIT1@NET2,2.021968989755917,,2023-05-01 01:20:00,2.576,2.576
124.0,10HLY01CT302.DROP2/52.UNIT1@NET2,2.047132933844213,,2023-05-01 01:20:44,2.576,2.576
124.0,10HLY01CT303.DROP2/52.UNIT1@NET2,2.092673085346231,,2023-05-01 01:21:26,2.576,2.576
124.0,10HLY01CT304.DROP2/52.UNIT1@NET2,1.8059759578480403,,2023-05-01 01:22:08,2.576,2.576
124.0,10HLY01CT305.DROP2/52.UNIT1@NET2,3.63350987523024,,2023-05-01 01:22:38,2.576,2.576
124.0,10HLY01CT306.DROP2/52.UNIT1@NET2,5.591617882853947,,2023-05-01 01:23:20,2.576,2.576
124.0,10HLY01CT307.DROP2/52.UNIT1@NET2,3.937002448358396,,2023-05-01 01:24:02,2.576,2.576
124.0,10HLY01CY01.DROP2/52.UNIT1@NET2,0.2646921207101637,,2023-05-01 01:24:34,2.576,2.576
124.0,10HLY01CY02.DROP2/52.UNIT1@NET2,0.1567926129265725,,2023-05-01 01:25:04,2.576,2.576
124.0,10HLY01CY03.DROP2/52.UNIT1@NET2,0.0780077995912191,,2023-05-01 01:25:36,2.576,2.576
124.0,10HLY01CY04.DROP2/52.UNIT1@NET2,0.0888395013299574,,2023-05-01 01:26:18,2.576,2.576
124.0,10HLA20AA110ZT.DROP2/52.UNIT1@NET2,9.0625259911421,,2023-05-01 01:42:22,4.0,4.0
124.0,10HLA20AA910FV,0.5986732724018358,,2023-05-01 01:43:06,2.576,2.576
124.0,10HLA20CP101.DROP2/52.UNIT1@NET2,1.08199881286564,,2023-05-01 01:43:48,2.576,2.576
124.0,10HLB20AN010CE.DROP2/52.UNIT1@NET2,1.7397028961725003,,2023-05-01 01:44:32,2.576,2.576
124.0,10HLB20AX101ZT.DROP2/52.UNIT1@NET2,3.3785884468288847,,2023-05-01 01:45:38,4.0,4.0
124.0,10HLB20AX901PV,0.3876613026044598,,2023-05-01 01:46:06,2.576,2.576
124.0,10HLB20GA001B01.DROP2/52.UNIT1@NET2,9.488453961949336e-05,,2023-05-01 01:46:32,2.576,2.576
124.0,10HLB20GA001QD92A,1.976582645444424,,2023-05-01 01:47:00,2.576,2.576
124.0,10HLY02CS101.DROP2/52.UNIT1@NET2,480.7594792730365,,2023-05-01 01:48:10,2.576,2.576
124.0,10HLY02CT301.DROP2/52.UNIT1@NET2,2.174032308916066,,2023-05-01 01:48:52,2.576,2.576
124.0,10HLY02CT302.DROP2/52.UNIT1@NET2,1.5583672332031222,,2023-05-01 01:49:36,2.576,2.576
124.0,10HLY02CT303.DROP2/52.UNIT1@NET2,2.692033320703472,,2023-05-01 01:50:02,2.576,2.576
124.0,10HLY02CT305.DROP2/52.UNIT1@NET2,7.744668791723533,,2023-05-01 01:51:12,2.576,2.576
124.0,10HLY02CT306.DROP2/52.UNIT1@NET2,4.678878711424911,,2023-05-01 01:51:40,2.576,2.576
124.0,10HLY02CT307.DROP2/52.UNIT1@NET2,4.3658096325151226,,2023-05-01 01:52:22,2.576,2.576
124.0,10HLY02CY01.DROP2/52.UNIT1@NET2,0.2141689962637534,,2023-05-01 01:53:06,2.576,2.576
124.0,10HLY02CY02.DROP2/52.UNIT1@NET2,0.3841789236836408,,2023-05-01 01:53:48,2.576,2.576
124.0,10HLY02CY03.DROP2/52.UNIT1@NET2,0.3014525600743702,,2023-05-01 01:54:14,4.0,2.576
124.0,10HLY02CY04.DROP2/52.UNIT1@NET2,0.3202052425977154,,2023-05-01 01:54:58,4.0,1.5
124.0,10LCW10CP101.DROP2/52.UNIT1@NET2,0.06488935592073701,,2023-05-01 22:57:52,2.576,2.576
124.0,10LCW10CT301.DROP2/52.UNIT1@NET2,4.718325790084848,,2023-05-01 22:59:16,2.576,2.576
124.0,10LCW20CT301.DROP2/52.UNIT1@NET2,4.5692670556268045,,2023-05-01 23:00:00,2.576,2.576
124.0,J0LBG01CP101.DROP7/57.UNIT1@NET2,0.0126215841199906,,2023-05-01 23:18:50,2.576,2.576
124.0,J0LBG01CT601.DROP7/57.UNIT1@NET2,28.457022006313945,,2023-05-01 23:19:34,2.576,2.576
125.0,J0PGA10CL101.DROP7/57.UNIT1@NET2,152.32464573608988,,2023-05-01 23:00:54,2.576,2.576
125.0,J0PGA10AP010CE.DROP7/57.UNIT1@NET2,3.5510288345754786,,2023-05-01 23:04:48,2.576,2.576
125.0,J0PGA10AX101ZT.DROP7/57.UNIT1@NET2,8.24321926382357,,2023-05-01 23:05:34,4.0,4.0
125.0,J0PGA10GA001B01.DROP7/57.UNIT1@NET2,0.004243575187366,,2023-05-01 23:06:56,2.576,2.576
125.0,J0PGA10CT301.DROP7/57.UNIT1@NET2,2.4655914312373,,2023-05-04 03:01:44,2.576,2.576
124.0,J0PGA20AP010CE.DROP7/57.UNIT1@NET2,2.38849815561022,,2023-05-01 23:07:52,2.576,2.576
125.0,J0PGA20AX101ZT.DROP7/57.UNIT1@NET2,0.0642531481536168,,2023-05-01 23:08:36,4.0,4.0
124.0,J0PGA20GA001B01.DROP7/57.UNIT1@NET2,0.0004769456996581,,2023-05-01 23:09:18,2.576,2.576
125.0,J0PGA10CP101.DROP7/57.UNIT1@NET2,0.0249492701411429,,2023-05-01 23:01:44,2.576,2.576
125.0,J0PGA10CP102.DROP7/57.UNIT1@NET2,0.0239997153870602,,2023-05-01 23:03:08,2.576,2.576
125.0,J0PGA10CT302.DROP7/57.UNIT1@NET2,2.3674475392018306,,2023-05-01 23:03:52,2.576,2.576
124.0,10HFE10CF101C.DROP2/52.UNIT1@NET2,190.01898590522248,,2023-05-01 21:28:36,2.576,2.576
124.0,10HFE11CF101C.DROP2/52.UNIT1@NET2,326.6273829944298,,2023-05-01 21:29:18,2.576,2.576
124.0,10HFE20CP101.DROP2/52.UNIT1@NET2,0.2477540906102518,,2023-05-01 21:30:00,2.576,2.576
124.0,10HFW10AA110ZT.DROP2/52.UNIT1@NET2,4.20182882798476,,2023-05-01 21:31:22,4.0,4.0
124.0,10HFW10CF101C.DROP2/52.UNIT1@NET2,117.85929953386177,,2023-05-01 21:32:04,2.576,2.576
124.0,10HFW10CP101.DROP2/52.UNIT1@NET2,0.2918075288896589,,2023-05-01 21:33:28,2.576,2.576
124.0,10HFY01AF001CE.DROP2/52.UNIT1@NET2,0.0495822616157381,,2023-05-01 21:34:12,2.576,2.576
124.0,10HFY01AF001ZT.DROP2/52.UNIT1@NET2,0.931231266518726,,2023-05-01 21:34:56,4.0,4.0
124.0,10HFA10CL102.DROP2/52.UNIT1@NET2,0.8951117728202391,,2023-05-04 02:41:04,2.576,2.576
124.0,10HFY02AF001CE.DROP2/52.UNIT1@NET2,0.0442472604435568,,2023-05-01 21:36:46,2.576,2.576
124.0,10HFY02AF001ZT.DROP2/52.UNIT1@NET2,1.013251196569506,,2023-05-01 21:37:30,4.0,4.0
124.0,10HFA10CL103.DROP2/52.UNIT1@NET2,0.9715195071149044,,2023-05-04 02:37:16,2.576,2.576
124.0,10HFY03AF001ZT.DROP2/52.UNIT1@NET2,0.8928416929224376,,2023-05-01 21:27:06,4.0,4.0
124.0,10LCA30CP101.DROP3/53.UNIT1@NET2,0.0837723860981435,,2023-05-02 00:02:04,2.576,2.576
124.0,10LCB10AP010CE.DROP3/53.UNIT1@NET2,48.74989281057948,,2023-05-02 00:02:48,2.576,2.576
124.0,10LCA41CP101.DROP3/53.UNIT1@NET2,0.08380061892452001,,2023-05-04 03:12:26,2.576,2.576
124.0,10LCB20AP010CE.DROP2/52.UNIT1@NET2,51.262281175144786,,2023-05-01 23:45:04,2.576,2.576
124.0,10GHC60AA102LV.DROP3/53.UNIT1@NET2,4.614389503861678,,2023-05-01 23:38:20,4.0,4.0
124.0,10GHC60AA102ZT.DROP3/53.UNIT1@NET2,4.621231912324906,,2023-05-01 23:39:04,4.0,4.0
124.0,10LCA41AA101ZT.DROP3/53.UNIT1@NET2,11.767421413132654,,2023-05-01 23:40:28,4.0,4.0
124.0,10MAG10CP101.DROP3/53.UNIT1@NET2,5.009628411229415,,2023-05-01 23:41:50,2.576,2.576
124.0,10PAB62CT301.DROP2/52.UNIT1@NET2,5.207524800225804,,2023-05-01 23:43:14,2.576,2.576
124.0,10PAB64CT301.DROP2/52.UNIT1@NET2,14.16059569152675,,2023-05-01 23:43:58,2.576,2.576
124.0,10LAA10CL101.DROP3/53.UNIT1@NET2,12.803381456251724,,2023-05-01 23:20:36,2.576,2.576
124.0,10LAA10CL102.DROP3/53.UNIT1@NET2,15.58572210124299,,2023-05-01 23:21:18,2.576,2.576
124.0,10LAA10CP101.DROP3/53.UNIT1@NET2,0.045712372806794015,,2023-05-01 23:22:44,2.576,2.576
124.0,10LAA10CP102.DROP3/53.UNIT1@NET2,0.0461791354565581,,2023-05-01 23:23:28,2.576,2.576
124.0,10LAA10CT301.DROP3/53.UNIT1@NET2,4.300291475630888,,2023-05-01 23:24:52,2.576,2.576
124.0,10LBD30CP101.DROP3/53.UNIT1@NET2,0.0757513831195624,,2023-05-01 23:25:36,2.576,2.576
124.0,10LBQ30CT601.DROP3/53.UNIT1@NET2,9.162068809269732,,2023-05-01 23:26:58,2.576,2.576
124.0,10LCA70AA102LV.DROP3/53.UNIT1@NET2,14.250969171271475,,2023-05-01 23:28:22,4.0,4.0
124.0,10LCA70AA102ZT.DROP3/53.UNIT1@NET2,13.955481340321171,,2023-05-01 23:29:46,4.0,4.0
124.0,10LCA70CP101.DROP3/53.UNIT1@NET2,0.0453137431287564,,2023-05-01 23:31:10,2.576,2.576
124.0,J0LBG21AA101ZT.DROP3/53.UNIT1@NET2,37.59977419462733,,2023-05-01 23:33:18,4.0,4.0
124.0,10HAH20CT605.DROP2/52.UNIT1@NET2,7.678973115369222,,2023-05-04 03:14:14,2.576,2.576
124.0,10HAH20CT606.DROP2/52.UNIT1@NET2,5.635173474487897,,2023-05-04 03:15:24,2.576,2.576
124.0,10LBW71AA101ZT.DROP3/53.UNIT1@NET2,2.0995165242313294,,2023-05-01 23:46:00,4.0,4.0
124.0,10LBW71CP101.DROP3/53.UNIT1@NET2,0.5770711513273783,,2023-05-01 23:46:44,2.576,2.576
124.0,10LBW80CP101.DROP3/53.UNIT1@NET2,7.329942317471138,,2023-05-01 23:47:26,2.576,2.576
124.0,10LBW80CP102.DROP3/53.UNIT1@NET2,7.314218950626161,,2023-05-01 23:48:10,2.576,2.576
124.0,10LBW80CT601.DROP3/53.UNIT1@NET2,12.726176149322464,,2023-05-01 23:48:52,2.576,2.576
124.0,10LBW82CP101.DROP3/53.UNIT1@NET2,0.0072658771565535,,2023-05-01 23:49:36,2.576,2.576
124.0,10LBW82CT301.DROP3/53.UNIT1@NET2,206.14931156435875,,2023-05-01 23:50:18,2.576,2.576
124.0,10LCM81AA101ZT.DROP3/53.UNIT1@NET2,0.0036327408350883,,2023-05-01 23:51:00,4.0,4.0
124.0,10LCA40CT301.DROP3/53.UNIT1@NET2,5.8240873223770215,,2023-05-02 00:01:16,2.576,2.576
124.0,10LBQ40CT601.DROP3/53.UNIT1@NET2,7.864248721650817,,2023-05-01 23:52:02,2.576,2.576
124.0,10LBS40CP101.DROP3/53.UNIT1@NET2,0.0142859456921029,,2023-05-01 23:52:34,2.576,2.576
124.0,10LBS40CP102.DROP2/52.UNIT1@NET2,0.0148077965810751,,2023-05-01 23:53:16,2.576,2.576
124.0,10LCA70CT301.DROP3/53.UNIT1@NET2,4.524385350616651,,2023-05-01 23:53:58,2.576,2.576
124.0,10LCC40CL101.DROP3/53.UNIT1@NET2,479.7884709033688,,2023-05-01 23:54:42,2.576,2.576
124.0,10MAH80CT903,1.5801344895632927,,2023-05-01 23:55:24,2.576,2.576
124.0,10LBQ50CT601.DROP3/53.UNIT1@NET2,5.888797775154409,,2023-05-02 00:06:38,2.576,2.576
124.0,10LBS50CP101.DROP3/53.UNIT1@NET2,0.0040977400296673,,2023-05-02 00:07:20,2.576,2.576
124.0,10LBS50CP102.DROP2/52.UNIT1@NET2,0.0093188297349455,,2023-05-02 00:07:52,2.576,2.576
124.0,10LCA60CT301.DROP3/53.UNIT1@NET2,1.4216478564006103,,2023-05-02 00:08:24,2.576,2.576
124.0,10MAH80CT904,2.396916768334933,,2023-05-02 00:08:54,2.576,2.576
124.0,10LBQ60CT601.DROP3/53.UNIT1@NET2,6.189123550911972,,2023-05-01 23:56:22,2.576,2.576
124.0,10LBS60CP101.DROP3/53.UNIT1@NET2,0.0019319622760337,,2023-05-01 23:56:52,2.576,2.576
124.0,10LBS60CP102.DROP2/52.UNIT1@NET2,0.0263696330393031,,2023-05-01 23:57:36,2.576,2.576
124.0,10LCA50CT301.DROP3/53.UNIT1@NET2,2.395596424935912,,2023-05-01 23:58:18,2.576,2.576
124.0,10LCC60CL101.DROP3/53.UNIT1@NET2,271.8460809879401,,2023-05-01 23:58:50,2.576,2.576
124.0,10MAH80CT905,54.60564769823298,,2023-05-01 23:59:34,2.576,2.576
124.0,10MAH20CP101.DROP3/53.UNIT1@NET2,0.0018361371851601,,2023-05-01 23:36:44,2.576,2.576
124.0,10MAH20AP010CE.DROP2/52.UNIT1@NET2,1.533487127144202,,2023-05-02 00:05:46,2.576,2.576
124.0,10GHC60AA241ZT.DROP3/53.UNIT1@NET2,0.0247736024129499,,2023-05-02 00:03:34,4.0,4.0
124.0,10MAH10CL101.DROP3/53.UNIT1@NET2,9.243124199863404,,2023-05-02 00:04:10,2.576,2.576
124.0,10MAH40CP101.DROP3/53.UNIT1@NET2,0.0076502897689931,,2023-05-02 00:04:52,2.576,2.576
124.0,J0PAA10CL101.DROP7/57.UNIT1@NET2,548.2515512982148,,2023-05-02 18:50:06,2.576,2.576
124.0,J0PAA10CL102.DROP7/57.UNIT1@NET2,1223.2115134895014,,2023-05-02 18:50:48,2.576,2.576
124.0,J0PAA10CL103.DROP7/57.UNIT1@NET2,2049.6310460452087,,2023-05-02 18:51:14,2.576,2.576
124.0,J0PAC11AP010CE.DROP7/57.UNIT1@NET2,0.3161182366804221,,2023-05-02 18:51:56,2.576,2.576
124.0,J0PAC11CT301.DROP7/57.UNIT1@NET2,2.6043993853977145,,2023-05-02 18:52:38,2.576,2.576
124.0,J0PAC11CT302.DROP7/57.UNIT1@NET2,2.017769394151216,,2023-05-02 18:53:20,2.576,2.576
124.0,J0PAC11CT303.DROP7/57.UNIT1@NET2,2.3065544044286206,,2023-05-02 18:53:46,2.576,2.576
124.0,J0PAC11CT304.DROP7/57.UNIT1@NET2,5.496925504655284,,2023-05-02 18:54:10,2.576,2.576
124.0,J0PAC11CT305.DROP7/57.UNIT1@NET2,2.0736849137394566,,2023-05-02 18:54:52,2.576,2.576
124.0,J0PAC11CT306.DROP7/57.UNIT1@NET2,4.772760505541711,,2023-05-02 18:55:20,2.576,2.576
124.0,J0PAC11CT307.DROP7/57.UNIT1@NET2,4.154962194615151,,2023-05-02 18:55:46,2.576,2.576
124.0,J0PAC11CT308.DROP7/57.UNIT1@NET2,3.0421142832592545,,2023-05-02 18:56:12,2.576,2.576
124.0,J0PAC11CT309.DROP7/57.UNIT1@NET2,1.7964200953109943,,2023-05-02 18:56:38,2.576,2.576
124.0,J0PAC11CT310.DROP7/57.UNIT1@NET2,5.331755273707585,,2023-05-02 18:57:20,2.576,2.576
124.0,J0PAA20CL101.DROP7/57.UNIT1@NET2,2130.3400920414847,,2023-05-02 18:40:14,2.576,2.576
124.0,J0PAA20CL102.DROP7/57.UNIT1@NET2,1080.4251478899569,,2023-05-02 18:40:38,2.576,2.576
124.0,J0PAA20CL103.DROP7/57.UNIT1@NET2,564.7324955119161,,2023-05-02 18:41:02,2.576,2.576
124.0,J0PAC12AP010CE.DROP7/57.UNIT1@NET2,0.2595828958709001,,2023-05-02 18:41:46,2.576,2.576
124.0,J0PAC12CT301.DROP7/57.UNIT1@NET2,3.74466054544944,,2023-05-02 18:42:10,2.576,2.576
124.0,J0PAC12CT302.DROP7/57.UNIT1@NET2,3.8890547320042246,,2023-05-02 18:42:52,2.576,2.576
124.0,J0PAC12CT303.DROP7/57.UNIT1@NET2,15.559900190632632,,2023-05-02 18:43:36,2.576,2.576
124.0,J0PAC12CT304.DROP7/57.UNIT1@NET2,11.520632107127351,,2023-05-02 18:44:18,2.576,2.576
124.0,J0PAC12CT305.DROP7/57.UNIT1@NET2,6.662776722228084,,2023-05-02 18:45:02,2.576,2.576
124.0,J0PAC12CT306.DROP7/57.UNIT1@NET2,6.8618385879097765,,2023-05-02 18:45:44,2.576,2.576
124.0,J0PAC12CT307.DROP7/57.UNIT1@NET2,2.1327103862764827,,2023-05-02 18:46:10,2.576,2.576
124.0,J0PAC12CT308.DROP7/57.UNIT1@NET2,1.8916992792267264,,2023-05-02 18:46:52,2.576,2.576
124.0,J0PAC12CT309.DROP7/57.UNIT1@NET2,18.35926105475888,,2023-05-02 18:47:16,2.576,2.576
124.0,J0PAC12CT310.DROP7/57.UNIT1@NET2,4.364550665020444,,2023-05-02 18:48:00,2.576,2.576
124.0,J0PAC20CP102.DROP7/57.UNIT1@NET2,0.0134433178104511,,2023-05-02 18:48:42,2.576,2.576
124.0,10LAB50AA101ZT.DROP3/53.UNIT1@NET2,46.57270763406075,,2023-05-01 07:07:58,4.0,4.0
124.0,10LAC10AK010CT301.DROP3/53.UNIT1@NET2,16.92138416665222,,2023-05-01 07:08:42,2.576,2.576
124.0,10LAC10AK010CT302.DROP3/53.UNIT1@NET2,14.663861894467411,,2023-05-01 07:09:24,2.576,2.576
124.0,10LAC10AP010CE.DROP3/53.UNIT1@NET2,26.390898524365486,,2023-05-01 07:10:06,2.576,2.576
124.0,10LAC10AX101PV.DROP2/52.UNIT1@NET2,5.8905191216577375,,2023-05-01 07:10:34,2.576,2.576
124.0,10LAC10AX101ZT.DROP2/52.UNIT1@NET2,13.601687618636074,,2023-05-01 07:11:00,4.0,4.0
124.0,10LAC10CP101.DROP3/53.UNIT1@NET2,3.546754513967328,,2023-05-01 07:11:42,2.576,2.576
124.0,10LAC10CS101.DROP2/52.UNIT1@NET2,963.7896290862,,2023-05-01 07:12:08,2.576,2.576
124.0,10LAC10CT301.DROP3/53.UNIT1@NET2,11.141432857622442,,2023-05-01 07:12:34,2.576,2.576
124.0,10LAC10CT302.DROP3/53.UNIT1@NET2,14.04943112840768,,2023-05-01 07:13:16,2.576,2.576
124.0,10LAC10CT303.DROP3/53.UNIT1@NET2,16.405175045501796,,2023-05-01 07:14:00,2.576,2.576
124.0,10LAC10CT304.DROP3/53.UNIT1@NET2,16.141996344599296,,2023-05-01 07:14:30,2.576,2.576
124.0,10LAC10CT305.DROP3/53.UNIT1@NET2,15.269140151187374,,2023-05-01 07:15:02,2.576,2.576
124.0,10LAC10CT306.DROP3/53.UNIT1@NET2,14.988557628294075,,2023-05-01 07:15:32,2.576,2.576
124.0,10LAC10CT307.DROP3/53.UNIT1@NET2,7.792944624779414,,2023-05-01 07:16:02,2.576,2.576
124.0,10LAC10CY101.DROP3/53.UNIT1@NET2,0.476376132660427,,2023-05-01 07:16:46,2.576,2.576
124.0,10LAC10CY102.DROP3/53.UNIT1@NET2,0.3366374388410469,,2023-05-01 07:17:28,2.576,2.576
124.0,19LAC10AK010CT3012,2.2507706424462146,,2023-05-01 07:18:12,2.576,2.576
124.0,10LAB50AA102ZT.DROP2/52.UNIT1@NET2,0.0108687035763299,,2023-05-01 07:46:18,4.0,4.0
124.0,10LAC20AP010CE.DROP2/52.UNIT1@NET2,29.38512886176333,,2023-05-01 07:47:02,2.576,2.576
124.0,10LAC20AX101ZT.DROP2/52.UNIT1@NET2,14.700850885266162,,2023-05-01 07:47:36,4.0,4.0
124.0,10LAC20CP101.DROP2/52.UNIT1@NET2,3.93006220738917,,2023-05-01 07:48:18,2.576,2.576
124.0,10LAC20CS101.DROP2/52.UNIT1@NET2,1068.170348835721,,2023-05-01 07:49:02,2.576,2.576
124.0,10LAC20CT301.DROP2/52.UNIT1@NET2,15.038064739008606,,2023-05-01 07:49:36,2.576,2.576
124.0,10LAC20CT302.DROP2/52.UNIT1@NET2,12.187680844094825,,2023-05-01 07:50:10,2.576,2.576
124.0,10LAC20CT303.DROP2/52.UNIT1@NET2,16.408006024318016,,2023-05-01 07:50:42,2.576,2.576
124.0,10LAC20CT304.DROP2/52.UNIT1@NET2,17.160795903540357,,2023-05-01 07:51:18,2.576,2.576
